,City,Year,Total Population,Total Population Male,Total Population Female,Agg Travel to Wrk(min),Agg Travel to Wrk(min):Less than 10 min,Agg Travel to Wrk(min):10 to 14 min,Agg Travel to Wrk(min):15 to 19 min,Agg Travel to Wrk(min):20 to 24 min,Agg Travel to Wrk(min):25 to 29 min,Agg Travel to Wrk(min):30 to 34 min,Agg Travel to Wrk(min):35 to 44 min,Agg Travel to Wrk(min):45 to 59 min,Agg Travel to Wrk(min):60 or more min,Agg Travel to Wrk(min) Mode :Total,Agg Travel to Wrk(min) Mode :Car,Agg Travel to Wrk(min) Mode :Car alone,Agg Travel to Wrk(min) Mode :Car Carpool,Agg Travel to Wrk(min) Mode :Car Carpool 2P,Agg Travel to Wrk(min) Mode :Car Carpool 3P+,Agg Travel to Wrk(min) Mode :Pub Tran !=cab,Agg Travel to Wrk(min) Mode :Pub Tran !=cab Bus or trolley,"Agg Travel to Wrk(min) Mode :Pub Tran !=cab St/trolly car subway, elevated",Agg Travel to Wrk(min) Mode :Pub Tran !=cab RR ferry,Agg Travel to Wrk(min) Mode :Walked,"Agg Travel to Wrk(min) Mode :Taxicab, motor/bicycle, other",Pov Stat :Total,Pov Stat :Male,Pov Stat :Female,Income/Poverty level :Total,Income/Poverty level :Under .50,Income/Poverty level :.50 to .74,Income/Poverty level :.75 to .99,Income/Poverty level :1.00 to 1.24,Income/Poverty level :1.25 to 1.49,Income/Poverty level :1.50 to 1.74,Income/Poverty level :1.75 to 1.84,Income/Poverty level :1.85 to 1.99,Income/Poverty level :2.00 to 2.99,Income/Poverty level :3.00 to 3.99,Income/Poverty level :4.00 to 4.99,Income/Poverty level :5.00 and over,HI cover: TOTAL,HI cover: Male,HI cover: Female,Priv HI cover: Total,Priv HI cover: Male,Priv HI cover: Female,Pub HI cover: Total,Pub HI cover: Male,Pub HI cover: Female,Employer HI cover: Total,Employer HI cover: Male,Employer HI cover: Female,Direct HI cover: Total,Direct HI cover: Male,Direct HI cover: Female,Medicaid/Means-det Pub HI cover: Total,Medicaid/Means-det Pub HI cover: Male,Medicaid/Means-det Pub HI cover: Female
84,Gilbert town,2016,237120.0,115040.0,122080.0,2664665.0,49285.0,92815.0,254110.0,306090.0,172395.0,413190.0,408485.0,547660.0,420630.0,2664665.0,2569050.0,2324260.0,244795.0,159615.0,85180.0,31140.0,31140.0,,,13620.0,50855.0,236699.0,5258.0,6466.0,236699.0,6052.0,2588.0,3084.0,4983.0,7302.0,7170.0,3946.0,3330.0,39906.0,39844.0,30108.0,88386.0,236959.0,114879.0,122080.0,236959.0,114879.0,122080.0,236959.0,114879.0,122080.0,236959.0,114879.0,122080.0,236959.0,114879.0,122080.0,236959.0,114879.0,122080.0
85,Glendale city,2016,245849.0,121450.0,124399.0,3119015.0,52290.0,125140.0,170020.0,359910.0,248985.0,576785.0,347960.0,542110.0,695810.0,,,,,,,,,,,,,241533.0,18396.0,21288.0,241533.0,24645.0,8261.0,6778.0,14996.0,13553.0,12088.0,5618.0,8087.0,44735.0,30972.0,25425.0,46375.0,243923.0,120434.0,123489.0,243923.0,120434.0,123489.0,243923.0,120434.0,123489.0,243923.0,120434.0,123489.0,243923.0,120434.0,123489.0,243923.0,120434.0,123489.0
86,Goodyear city,2016,77266.0,37699.0,39567.0,866595.0,12865.0,36330.0,58305.0,81730.0,30675.0,131055.0,115420.0,179645.0,220570.0,,,,,,,,,,,,,72937.0,1294.0,1962.0,72937.0,2230.0,251.0,775.0,2502.0,768.0,1756.0,495.0,2213.0,21678.0,13189.0,8698.0,18382.0,73051.0,36585.0,36466.0,73051.0,36585.0,36466.0,73051.0,36585.0,36466.0,73051.0,36585.0,36466.0,73051.0,36585.0,36466.0,73051.0,36585.0,36466.0
87,Mesa city,2016,484622.0,238380.0,246242.0,5265510.0,98940.0,254045.0,554435.0,779085.0,436295.0,968610.0,642200.0,563730.0,968170.0,5265510.0,4872365.0,4170505.0,701860.0,523775.0,178080.0,222570.0,192720.0,29850.0,,34395.0,136180.0,480483.0,39589.0,41295.0,480483.0,38914.0,15926.0,26044.0,20774.0,24034.0,28415.0,9226.0,15024.0,89350.0,64180.0,47756.0,100840.0,482703.0,237326.0,245377.0,482703.0,237326.0,245377.0,482703.0,237326.0,245377.0,482703.0,237326.0,245377.0,482703.0,237326.0,245377.0,482703.0,237326.0,245377.0
88,Peoria city,2016,164198.0,80214.0,83984.0,1928350.0,30580.0,56915.0,133545.0,242700.0,154400.0,332225.0,219390.0,358265.0,400330.0,1928350.0,1876395.0,1653155.0,223240.0,149655.0,73585.0,11035.0,11035.0,,,7665.0,33255.0,162677.0,6100.0,6479.0,162677.0,6750.0,2474.0,3355.0,5293.0,6188.0,5323.0,4757.0,1739.0,30019.0,26003.0,21110.0,49666.0,162868.0,79483.0,83385.0,162868.0,79483.0,83385.0,162868.0,79483.0,83385.0,162868.0,79483.0,83385.0,162868.0,79483.0,83385.0,162868.0,79483.0,83385.0
89,Phoenix city,2016,1615041.0,801784.0,813257.0,18645465.0,320985.0,869705.0,1708660.0,2525675.0,1205765.0,3647790.0,1939490.0,2359570.0,4067820.0,18645465.0,16698850.0,13962300.0,2736550.0,2030440.0,706110.0,1155735.0,1073930.0,66750.0,15055.0,157770.0,633110.0,1595696.0,146953.0,177545.0,1595696.0,143720.0,76576.0,104202.0,91385.0,76840.0,92977.0,36327.0,47406.0,284673.0,186708.0,136084.0,318798.0,1604080.0,793447.0,810633.0,1604080.0,793447.0,810633.0,1604080.0,793447.0,810633.0,1604080.0,793447.0,810633.0,1604080.0,793447.0,810633.0,1604080.0,793447.0,810633.0
90,San Tan Valley CDP,2016,82911.0,42051.0,40860.0,1165215.0,10885.0,28560.0,34965.0,54340.0,25850.0,168650.0,147525.0,279495.0,414945.0,,,,,,,,,,,,,82661.0,3725.0,4457.0,82661.0,3555.0,2410.0,2217.0,3903.0,2741.0,2832.0,2049.0,2993.0,19259.0,13301.0,10258.0,17143.0,82843.0,42051.0,40792.0,82843.0,42051.0,40792.0,82843.0,42051.0,40792.0,82843.0,42051.0,40792.0,82843.0,42051.0,40792.0,82843.0,42051.0,40792.0
91,Scottsdale city,2016,246646.0,120633.0,126013.0,2517325.0,74295.0,147395.0,278240.0,381245.0,215000.0,530590.0,341680.0,217315.0,331565.0,,,,,,,,,,,,,245456.0,9135.0,10496.0,245456.0,10298.0,3779.0,5554.0,5555.0,5741.0,7654.0,2098.0,5744.0,26160.0,25935.0,20298.0,126640.0,245325.0,119932.0,125393.0,245325.0,119932.0,125393.0,245325.0,119932.0,125393.0,245325.0,119932.0,125393.0,245325.0,119932.0,125393.0,245325.0,119932.0,125393.0
92,Surprise city,2016,132673.0,63627.0,69046.0,1381315.0,19260.0,44990.0,100985.0,111835.0,57425.0,201180.0,160400.0,311160.0,374085.0,,,,,,,,,,,,,132195.0,5591.0,7192.0,132195.0,8101.0,1275.0,3407.0,4677.0,5727.0,6301.0,1192.0,5808.0,29935.0,21293.0,16676.0,27803.0,132057.0,63138.0,68919.0,132057.0,63138.0,68919.0,132057.0,63138.0,68919.0,132057.0,63138.0,68919.0,132057.0,63138.0,68919.0,132057.0,63138.0,68919.0
93,Tempe city,2016,182499.0,94223.0,88276.0,2081660.0,76075.0,170265.0,223015.0,336830.0,353215.0,246810.0,241790.0,144370.0,289295.0,,,,,,,,,,,,,173569.0,19202.0,16079.0,173569.0,25380.0,3520.0,6381.0,11298.0,5179.0,5673.0,1872.0,5124.0,25415.0,21034.0,20422.0,42271.0,182069.0,94152.0,87917.0,182069.0,94152.0,87917.0,182069.0,94152.0,87917.0,182069.0,94152.0,87917.0,182069.0,94152.0,87917.0,182069.0,94152.0,87917.0
94,Tucson city,2016,530690.0,262581.0,268109.0,4960790.0,165005.0,361935.0,650170.0,818430.0,392115.0,917755.0,453325.0,489895.0,712160.0,,,,,,,,,,,,,505044.0,58322.0,63235.0,505044.0,56938.0,30002.0,34617.0,34232.0,31332.0,26641.0,13965.0,16672.0,95885.0,53454.0,38390.0,72916.0,514689.0,249002.0,265687.0,514689.0,249002.0,265687.0,514689.0,249002.0,265687.0,514689.0,249002.0,265687.0,514689.0,249002.0,265687.0,514689.0,249002.0,265687.0
95,Yuma city,2016,94892.0,48650.0,46242.0,589005.0,39130.0,112820.0,129390.0,96160.0,37075.0,77280.0,35650.0,14445.0,47050.0,,,,,,,,,,,,,91639.0,6077.0,9215.0,91639.0,6092.0,3885.0,5315.0,6416.0,6739.0,7172.0,2539.0,753.0,18852.0,12285.0,9162.0,12429.0,90329.0,44563.0,45766.0,90329.0,44563.0,45766.0,90329.0,44563.0,45766.0,90329.0,44563.0,45766.0,90329.0,44563.0,45766.0,90329.0,44563.0,45766.0
96,Avondale city,2017,84034.0,39677.0,44357.0,1081300.0,15735.0,35820.0,79325.0,128710.0,39550.0,163005.0,105755.0,252755.0,260650.0,1081300.0,1049050.0,832990.0,216055.0,169620.0,46435.0,13170.0,13170.0,,,7140.0,11940.0,83666.0,5586.0,5692.0,83666.0,6066.0,1828.0,3384.0,7139.0,6404.0,3391.0,1530.0,2510.0,16248.0,12441.0,6944.0,15781.0,83691.0,39334.0,44357.0,83691.0,39334.0,44357.0,83691.0,39334.0,44357.0,83691.0,39334.0,44357.0,83691.0,39334.0,44357.0,83691.0,39334.0,44357.0
97,Buckeye city,2017,68431.0,37366.0,31065.0,816975.0,12220.0,16525.0,31500.0,66480.0,63825.0,122490.0,82895.0,123500.0,297540.0,816975.0,803425.0,676420.0,127005.0,89040.0,37965.0,,,,,7035.0,6510.0,60953.0,2841.0,2911.0,60953.0,1953.0,1088.0,2711.0,2069.0,5001.0,2719.0,1033.0,225.0,15312.0,8019.0,7328.0,13495.0,61163.0,30098.0,31065.0,61163.0,30098.0,31065.0,61163.0,30098.0,31065.0,61163.0,30098.0,31065.0,61163.0,30098.0,31065.0,61163.0,30098.0,31065.0
98,Casas Adobes CDP,2017,73668.0,34658.0,39010.0,730880.0,24845.0,42440.0,55725.0,92220.0,98675.0,166730.0,89940.0,95590.0,64710.0,730880.0,682910.0,616220.0,66690.0,61835.0,4855.0,11370.0,11370.0,,,7425.0,29170.0,72811.0,2976.0,3385.0,72811.0,3791.0,834.0,1736.0,2624.0,3673.0,2900.0,2769.0,1369.0,15116.0,9256.0,9279.0,19464.0,72832.0,34200.0,38632.0,72832.0,34200.0,38632.0,72832.0,34200.0,38632.0,72832.0,34200.0,38632.0,72832.0,34200.0,38632.0,72832.0,34200.0,38632.0
99,Chandler city,2017,253448.0,125874.0,127574.0,3000005.0,74835.0,168135.0,322215.0,357030.0,214430.0,441300.0,307245.0,496615.0,618200.0,,,,,,,,,,,,,252630.0,10428.0,10118.0,252630.0,11867.0,4654.0,4025.0,7977.0,7371.0,11907.0,1511.0,4508.0,34495.0,34252.0,32512.0,97551.0,253169.0,125658.0,127511.0,253169.0,125658.0,127511.0,253169.0,125658.0,127511.0,253169.0,125658.0,127511.0,253169.0,125658.0,127511.0,253169.0,125658.0,127511.0
100,Flagstaff city,2017,71975.0,36659.0,35316.0,558230.0,47410.0,98100.0,150455.0,56445.0,9335.0,28500.0,19855.0,54440.0,93690.0,,,,,,,,,,,,,59701.0,5486.0,2798.0,59701.0,4326.0,1837.0,2121.0,3344.0,2253.0,2736.0,1071.0,1553.0,11337.0,7418.0,7305.0,14400.0,71167.0,36068.0,35099.0,71167.0,36068.0,35099.0,71167.0,36068.0,35099.0,71167.0,36068.0,35099.0,71167.0,36068.0,35099.0,71167.0,36068.0,35099.0
101,Gilbert town,2017,242362.0,118931.0,123431.0,3217420.0,46465.0,103635.0,234100.0,348665.0,286000.0,565020.0,395500.0,603205.0,634835.0,,,,,,,,,,,,,241312.0,6003.0,7497.0,241312.0,8310.0,2220.0,2970.0,3628.0,5838.0,5528.0,5378.0,3528.0,34614.0,47049.0,33758.0,88491.0,242281.0,118931.0,123350.0,242281.0,118931.0,123350.0,242281.0,118931.0,123350.0,242281.0,118931.0,123350.0,242281.0,118931.0,123350.0,242281.0,118931.0,123350.0
102,Glendale city,2017,246708.0,120816.0,125892.0,3063985.0,35680.0,119310.0,209350.0,326690.0,165230.0,676950.0,293500.0,507110.0,730165.0,3063985.0,2762995.0,2441945.0,321055.0,240955.0,80095.0,220050.0,220050.0,,,18585.0,62355.0,242598.0,16828.0,23590.0,242598.0,16960.0,15426.0,8032.0,17329.0,13059.0,14270.0,6453.0,6074.0,41478.0,35468.0,19898.0,48151.0,244462.0,118993.0,125469.0,244462.0,118993.0,125469.0,244462.0,118993.0,125469.0,244462.0,118993.0,125469.0,244462.0,118993.0,125469.0,244462.0,118993.0,125469.0
103,Goodyear city,2017,79850.0,37464.0,42386.0,977975.0,19380.0,33870.0,51585.0,107300.0,41225.0,109860.0,135575.0,159640.0,319540.0,,,,,,,,,,,,,75991.0,2961.0,3900.0,75991.0,1977.0,2184.0,2700.0,1729.0,1805.0,2197.0,438.0,652.0,9988.0,12609.0,11179.0,28533.0,75664.0,36598.0,39066.0,75664.0,36598.0,39066.0,75664.0,36598.0,39066.0,75664.0,36598.0,39066.0,75664.0,36598.0,39066.0,75664.0,36598.0,39066.0
104,Mesa city,2017,496395.0,242301.0,254094.0,5424855.0,111365.0,284305.0,504165.0,784415.0,496095.0,1046695.0,671210.0,707080.0,819525.0,,,,,,,,,,,,,491436.0,34205.0,39279.0,491436.0,32941.0,17372.0,23171.0,19080.0,23946.0,23125.0,9021.0,10473.0,91386.0,82378.0,51269.0,107274.0,494804.0,241394.0,253410.0,494804.0,241394.0,253410.0,494804.0,241394.0,253410.0,494804.0,241394.0,253410.0,494804.0,241394.0,253410.0,494804.0,241394.0,253410.0
105,Peoria city,2017,168174.0,79855.0,88319.0,2226325.0,27320.0,84725.0,140825.0,191720.0,170370.0,385950.0,253845.0,470870.0,500700.0,2226325.0,2120765.0,1854040.0,266725.0,218380.0,48345.0,27930.0,27930.0,,,13435.0,64195.0,166681.0,4699.0,6370.0,166681.0,5630.0,2285.0,3154.0,6082.0,4310.0,6017.0,2132.0,2935.0,26230.0,28215.0,21894.0,57797.0,166775.0,79081.0,87694.0,166775.0,79081.0,87694.0,166775.0,79081.0,87694.0,166775.0,79081.0,87694.0,166775.0,79081.0,87694.0,166775.0,79081.0,87694.0
106,Phoenix city,2017,1626085.0,811245.0,814840.0,19324435.0,314180.0,815500.0,1691120.0,2571955.0,1572805.0,3954245.0,2282245.0,2456975.0,3665415.0,,,,,,,,,,,,,1604181.0,125780.0,143075.0,1604181.0,116046.0,71454.0,81355.0,81573.0,86928.0,93444.0,33841.0,54364.0,271700.0,216022.0,142460.0,354994.0,1615683.0,803192.0,812491.0,1615683.0,803192.0,812491.0,1615683.0,803192.0,812491.0,1615683.0,803192.0,812491.0,1615683.0,803192.0,812491.0,1615683.0,803192.0,812491.0
107,San Tan Valley CDP,2017,92851.0,44761.0,48090.0,1326265.0,12210.0,20840.0,31125.0,55765.0,57650.0,158105.0,174330.0,370070.0,446170.0,,,,,,,,,,,,,92529.0,3665.0,2944.0,92529.0,3588.0,210.0,2811.0,6113.0,2083.0,6421.0,1742.0,4136.0,21921.0,12730.0,16235.0,14539.0,92831.0,44741.0,48090.0,92831.0,44741.0,48090.0,92831.0,44741.0,48090.0,92831.0,44741.0,48090.0,92831.0,44741.0,48090.0,92831.0,44741.0,48090.0
108,Scottsdale city,2017,249947.0,126044.0,123903.0,2558655.0,59825.0,203515.0,276205.0,382330.0,205330.0,518880.0,247780.0,336605.0,328185.0,,,,,,,,,,,,,248439.0,9284.0,10181.0,248439.0,8449.0,7463.0,3553.0,5306.0,5137.0,3692.0,2812.0,5011.0,25743.0,30176.0,25785.0,125312.0,248565.0,125310.0,123255.0,248565.0,125310.0,123255.0,248565.0,125310.0,123255.0,248565.0,125310.0,123255.0,248565.0,125310.0,123255.0,248565.0,125310.0,123255.0
109,Surprise city,2017,134079.0,65014.0,69065.0,1609195.0,40735.0,73580.0,101390.0,153595.0,95280.0,201420.0,235790.0,232530.0,474875.0,1609195.0,1565415.0,1387320.0,178100.0,72835.0,105265.0,12155.0,12155.0,,,6420.0,25200.0,133874.0,3458.0,5450.0,133874.0,4174.0,2879.0,1855.0,3379.0,4734.0,2830.0,2870.0,2225.0,24642.0,24750.0,22498.0,37038.0,132794.0,64240.0,68554.0,132794.0,64240.0,68554.0,132794.0,64240.0,68554.0,132794.0,64240.0,68554.0,132794.0,64240.0,68554.0,132794.0,64240.0,68554.0
110,Tempe city,2017,185025.0,98600.0,86425.0,2031950.0,55400.0,175870.0,282820.0,274205.0,382995.0,292560.0,145975.0,198155.0,223970.0,,,,,,,,,,,,,175040.0,20695.0,17954.0,175040.0,20744.0,9145.0,8760.0,6605.0,9971.0,7942.0,2271.0,4274.0,24408.0,25385.0,15220.0,40315.0,184659.0,98442.0,86217.0,184659.0,98442.0,86217.0,184659.0,98442.0,86217.0,184659.0,98442.0,86217.0,184659.0,98442.0,86217.0,184659.0,98442.0,86217.0
111,Tucson city,2017,535676.0,267387.0,268289.0,5031100.0,135735.0,361065.0,660795.0,830075.0,397810.0,995545.0,428225.0,466870.0,754980.0,5031100.0,4291210.0,3697795.0,593415.0,436240.0,157175.0,403185.0,399585.0,3600.0,,135210.0,201495.0,509296.0,50716.0,61954.0,509296.0,53844.0,30307.0,28519.0,33754.0,32055.0,26136.0,16207.0,14221.0,96978.0,61981.0,36437.0,78857.0,516586.0,250994.0,265592.0,516586.0,250994.0,265592.0,516586.0,250994.0,265592.0,516586.0,250994.0,265592.0,516586.0,250994.0,265592.0,516586.0,250994.0,265592.0
112,Yuma city,2017,95494.0,45733.0,49761.0,,,,,,,,,,,,,,,,,,,,,,,92749.0,6242.0,9385.0,92749.0,7762.0,2733.0,5132.0,5117.0,3558.0,8155.0,1322.0,2236.0,19037.0,11360.0,10547.0,15790.0,92060.0,43115.0,48945.0,92060.0,43115.0,48945.0,92060.0,43115.0,48945.0,92060.0,43115.0,48945.0,92060.0,43115.0,48945.0,92060.0,43115.0,48945.0
113,Glendale city,2018,250705.0,124205.0,126500.0,3145415.0,51735.0,103300.0,183180.0,337160.0,189600.0,551970.0,364705.0,505970.0,857790.0,3145415.0,2944975.0,2482790.0,462180.0,347865.0,114315.0,118560.0,118560.0,,,15155.0,66720.0,247135.0,18050.0,23007.0,247135.0,17394.0,11532.0,12131.0,17317.0,13346.0,15128.0,4789.0,8671.0,49382.0,32914.0,22174.0,42357.0,248211.0,122534.0,125677.0,248211.0,122534.0,125677.0,248211.0,122534.0,125677.0,248211.0,122534.0,125677.0,248211.0,122534.0,125677.0,248211.0,122534.0,125677.0
114,Scottsdale city,2018,255315.0,126458.0,128857.0,2455990.0,78315.0,163300.0,319875.0,443655.0,213550.0,459215.0,288835.0,228860.0,260390.0,,,,,,,,,,,,,254192.0,6436.0,8311.0,254192.0,7941.0,3578.0,3228.0,8528.0,2866.0,4856.0,3779.0,3809.0,30016.0,28221.0,23494.0,133876.0,254353.0,126067.0,128286.0,254353.0,126067.0,128286.0,254353.0,126067.0,128286.0,254353.0,126067.0,128286.0,254353.0,126067.0,128286.0,254353.0,126067.0,128286.0
115,Yuma city,2018,97917.0,49808.0,48109.0,622205.0,52135.0,92620.0,133000.0,87955.0,38725.0,58770.0,18530.0,61850.0,78625.0,622205.0,598210.0,512005.0,86205.0,37305.0,48905.0,7380.0,7380.0,,,8445.0,8170.0,94000.0,8280.0,9480.0,94000.0,8560.0,3858.0,5342.0,5721.0,5522.0,4725.0,3342.0,2105.0,19383.0,13324.0,8929.0,13189.0,93287.0,45536.0,47751.0,93287.0,45536.0,47751.0,93287.0,45536.0,47751.0,93287.0,45536.0,47751.0,93287.0,45536.0,47751.0,93287.0,45536.0,47751.0
116,Peoria city,2018,172272.0,84667.0,87605.0,2224410.0,24135.0,74110.0,130455.0,256045.0,199000.0,296365.0,254935.0,460110.0,529255.0,,,,,,,,,,,,,171030.0,5601.0,5923.0,171030.0,5963.0,1753.0,3808.0,2996.0,5859.0,4178.0,2824.0,5427.0,30449.0,26190.0,22141.0,59442.0,171173.0,84206.0,86967.0,171173.0,84206.0,86967.0,171173.0,84206.0,86967.0,171173.0,84206.0,86967.0,171173.0,84206.0,86967.0,171173.0,84206.0,86967.0
117,Avondale city,2018,85828.0,42328.0,43500.0,1156450.0,12445.0,41695.0,100065.0,89530.0,53975.0,162040.0,114185.0,241230.0,341280.0,1156450.0,1119955.0,919505.0,200450.0,155880.0,44570.0,20215.0,20215.0,,,6255.0,10025.0,85679.0,5278.0,4597.0,85679.0,4380.0,2546.0,2949.0,3901.0,4339.0,4193.0,1208.0,2934.0,16922.0,14786.0,9842.0,17679.0,85417.0,41925.0,43492.0,85417.0,41925.0,43492.0,85417.0,41925.0,43492.0,85417.0,41925.0,43492.0,85417.0,41925.0,43492.0,85417.0,41925.0,43492.0
118,Phoenix city,2018,1660272.0,824568.0,835704.0,19821180.0,342530.0,977185.0,1804265.0,2988900.0,1435945.0,3559120.0,2226635.0,2582440.0,3904155.0,19821180.0,17698495.0,14893390.0,2805100.0,2166035.0,639065.0,1315945.0,1202585.0,83205.0,30155.0,152255.0,654490.0,1641772.0,113898.0,142025.0,1641772.0,105209.0,73221.0,77493.0,87220.0,85006.0,99426.0,34942.0,53970.0,304681.0,213890.0,149989.0,356725.0,1650753.0,817166.0,833587.0,1650753.0,817166.0,833587.0,1650753.0,817166.0,833587.0,1650753.0,817166.0,833587.0,1650753.0,817166.0,833587.0,1650753.0,817166.0,833587.0
119,Mesa city,2018,508979.0,250913.0,258066.0,5553515.0,116345.0,274690.0,516430.0,732855.0,481320.0,1082930.0,800895.0,623610.0,924445.0,,,,,,,,,,,,,505007.0,31301.0,39106.0,505007.0,28609.0,18130.0,23668.0,21235.0,24388.0,32880.0,12038.0,20779.0,84886.0,74642.0,47846.0,115906.0,507526.0,250252.0,257274.0,507526.0,250252.0,257274.0,507526.0,250252.0,257274.0,507526.0,250252.0,257274.0,507526.0,250252.0,257274.0,507526.0,250252.0,257274.0
120,Chandler city,2018,257153.0,126583.0,130570.0,3011685.0,70455.0,190670.0,320315.0,378035.0,200420.0,533665.0,388965.0,464775.0,464390.0,,,,,,,,,,,,,255949.0,8854.0,11386.0,255949.0,7788.0,5064.0,7388.0,7125.0,6430.0,9417.0,2276.0,4437.0,36401.0,32968.0,32968.0,103687.0,256826.0,126375.0,130451.0,256826.0,126375.0,130451.0,256826.0,126375.0,130451.0,256826.0,126375.0,130451.0,256826.0,126375.0,130451.0,256826.0,126375.0,130451.0
121,San Tan Valley CDP,2018,105922.0,51620.0,54302.0,1427475.0,21710.0,33670.0,55840.0,48260.0,37775.0,182055.0,153435.0,443240.0,451490.0,,,,,,,,,,,,,105463.0,3117.0,4299.0,105463.0,3782.0,719.0,2915.0,4190.0,3164.0,1908.0,3165.0,3517.0,31275.0,18055.0,15793.0,16980.0,105900.0,51598.0,54302.0,105900.0,51598.0,54302.0,105900.0,51598.0,54302.0,105900.0,51598.0,54302.0,105900.0,51598.0,54302.0,105900.0,51598.0,54302.0
122,Tucson city,2018,545987.0,268484.0,277503.0,5487990.0,135890.0,335370.0,741050.0,832405.0,421100.0,1080220.0,522040.0,517540.0,902380.0,5487990.0,4788450.0,4038630.0,749815.0,472295.0,277525.0,345330.0,332175.0,13155.0,,107625.0,246590.0,521731.0,53384.0,60942.0,521731.0,50208.0,25284.0,38834.0,34288.0,28273.0,30684.0,13255.0,17149.0,91899.0,69595.0,41094.0,81168.0,527761.0,253194.0,274567.0,527761.0,253194.0,274567.0,527761.0,253194.0,274567.0,527761.0,253194.0,274567.0,527761.0,253194.0,274567.0,527761.0,253194.0,274567.0
123,Casas Adobes CDP,2018,75694.0,39725.0,35969.0,794740.0,20575.0,59125.0,86575.0,96740.0,56075.0,186330.0,99695.0,77385.0,112245.0,794740.0,751535.0,693825.0,57710.0,53050.0,4660.0,20940.0,20940.0,,,12330.0,9935.0,74679.0,2508.0,3517.0,74679.0,2908.0,1133.0,1984.0,3188.0,2484.0,3025.0,1963.0,3850.0,11996.0,13855.0,7064.0,21229.0,74727.0,39205.0,35522.0,74727.0,39205.0,35522.0,74727.0,39205.0,35522.0,74727.0,39205.0,35522.0,74727.0,39205.0,35522.0,74727.0,39205.0,35522.0
124,Buckeye city,2018,74378.0,38957.0,35421.0,802420.0,10470.0,26680.0,51570.0,62485.0,38400.0,78240.0,115205.0,177600.0,241765.0,,,,,,,,,,,,,67577.0,4129.0,4818.0,67577.0,4845.0,3257.0,845.0,1684.0,225.0,2879.0,4405.0,4107.0,12277.0,13206.0,7526.0,12321.0,67665.0,32256.0,35409.0,67665.0,32256.0,35409.0,67665.0,32256.0,35409.0,67665.0,32256.0,35409.0,67665.0,32256.0,35409.0,67665.0,32256.0,35409.0
125,Tempe city,2018,192354.0,101778.0,90576.0,2179455.0,73930.0,174415.0,314165.0,320220.0,340870.0,301380.0,145825.0,221345.0,287305.0,2179455.0,1809735.0,1630885.0,178850.0,148240.0,30610.0,143640.0,131275.0,12365.0,,51610.0,174470.0,182248.0,16687.0,15111.0,182248.0,19093.0,5877.0,6828.0,10644.0,5285.0,7653.0,4721.0,4308.0,30603.0,23151.0,18901.0,45184.0,192060.0,101708.0,90352.0,192060.0,101708.0,90352.0,192060.0,101708.0,90352.0,192060.0,101708.0,90352.0,192060.0,101708.0,90352.0,192060.0,101708.0,90352.0
126,Gilbert town,2018,248269.0,120840.0,127429.0,3072670.0,46845.0,107620.0,223220.0,367900.0,297475.0,439410.0,409215.0,566750.0,614235.0,3072670.0,2840015.0,2549925.0,290090.0,228510.0,61585.0,48055.0,48055.0,,,4305.0,180295.0,247491.0,5728.0,7176.0,247491.0,5636.0,3538.0,3730.0,4072.0,2355.0,4558.0,2490.0,6045.0,31373.0,41748.0,33254.0,108692.0,248115.0,120728.0,127387.0,248115.0,120728.0,127387.0,248115.0,120728.0,127387.0,248115.0,120728.0,127387.0,248115.0,120728.0,127387.0,248115.0,120728.0,127387.0
127,Flagstaff city,2018,73955.0,37736.0,36219.0,600480.0,42565.0,106970.0,141660.0,54885.0,20625.0,42210.0,23975.0,52000.0,115590.0,600480.0,499395.0,401700.0,97695.0,67395.0,30300.0,20075.0,20075.0,,,58875.0,22135.0,60697.0,6548.0,5070.0,60697.0,6873.0,2435.0,2310.0,2680.0,2424.0,3572.0,519.0,1467.0,8532.0,6977.0,5574.0,17334.0,73278.0,37172.0,36106.0,73278.0,37172.0,36106.0,73278.0,37172.0,36106.0,73278.0,37172.0,36106.0,73278.0,37172.0,36106.0,73278.0,37172.0,36106.0
128,Goodyear city,2018,82837.0,38978.0,43859.0,1098815.0,11110.0,38175.0,86660.0,76620.0,64025.0,115230.0,115440.0,220380.0,371180.0,,,,,,,,,,,,,78686.0,3232.0,1979.0,78686.0,2505.0,1149.0,1557.0,901.0,3156.0,1661.0,484.0,5087.0,9571.0,11831.0,13070.0,27714.0,78523.0,38452.0,40071.0,78523.0,38452.0,40071.0,78523.0,38452.0,40071.0,78523.0,38452.0,40071.0,78523.0,38452.0,40071.0,78523.0,38452.0,40071.0
129,Surprise city,2018,138144.0,66922.0,71222.0,1655880.0,21890.0,64695.0,103735.0,114675.0,58590.0,231385.0,180790.0,271520.0,608600.0,,,,,,,,,,,,,136909.0,3220.0,4160.0,136909.0,4507.0,1535.0,1338.0,2979.0,7370.0,2978.0,3419.0,4278.0,24863.0,27323.0,19478.0,36841.0,137227.0,66187.0,71040.0,137227.0,66187.0,71040.0,137227.0,66187.0,71040.0,137227.0,66187.0,71040.0,137227.0,66187.0,71040.0,137227.0,66187.0,71040.0
